The rebirth of a genre  and film history	wherever good films play	I can only speak for myself, but I had never seen anything as stylish, cleverly constructed, well written and electrifying as this milestone when I first saw it in 1994. What really pulled me in right from the start is what weve now come to know as a Tarantino trademark: the dialogue. When gangsters Jules and Vincent talk to each other (or all the other characters, for that matter) there is a natural flow, a sense of realism and yet something slightly over the top and very theatrical about their lines  its a mixture that immediately grabs your attention (even if its just two dudes talking about what kind of hamburger they prefer, or contemplating the value of a foot-massage). Then theres the music: the songs Tarantino chose for his masterpiece fit their respective scenes so perfectly that most of those pieces of music are now immediately associated with Pulp Fiction. And the narrative: the different story lines that come together, the elegantly used flashbacks, the use of chapters  there is so much playful creativity at play here, its just a pure joy to watch.If youre a bit of a film geek, you realize how much knowledge about film and love for the work of other greats  and inspiration from them - went into this (Leone, DePalma, Scorsese and, of course, dozens of hyper-stylized Asian gangster flicks), but to those accusing Tarantino of copying or even stealing from other film-makers I can only say: There has never been an artist who adored his kind of art that was NOT inspired or influenced by his favorite artists. And if you watch Tarantinos masterpiece today, its impossible not to recognize just what a breath of fresh air it was (still is, actually). Somehow, movies - especially gangster films - never looked quite the same after Pulp Fiction. Probably the most influential film of the last 20 years, its got simply everything: amazing performances (especially Sam Jackson); it features some of the most sizzling, iconic dialogue ever written; it has arguably one of the best non-original soundtracks ever - its such a crazy, cool, inspirational ride that you feel dizzy after watching it for the first time. Its  well: its Pulp Fiction. 10 stars out of 10.Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/ 
The Most Overrated Film in Existence...	Latvia	Pulp Fiction is the quintessential 90s crime film. Pulp Fiction changed the cinematic landscape when it was released, it broke new grounds in terms of screen writing and revived the career of John Travolta. And so on and so forth. In other words, Pulp Fiction is important film in the history in cinema, but its not the best film ever. I have seen Pulp Fiction several times and after each time seeing it, I tend to enjoy it less. I saw it first time a few years ago and loved every second of it. But after seeing few hundred more films and especially grindhouse/exploitation films, Pulp Fiction starts to loose its charm. Before I continue this thought, I should name the good stuff first. I loved every moment with John Travolta and Samuel L. Jackson. They did a phenomenal job and elevated the already strong dialog. Uma Thurman and Harvey Keitel were also great and so are the scene with Christopher Walken is still amazing. But aside from the strong acting and great dialog, there isnt a whole lot to Pulp Fiction. Its just bunch of stories that happened in non- linear fashion. Its all being hip and cool and saying clever dialog. There isnt any complex characters like in Jackie Brown and it lacks the creative visuals of Django Unchained or the tension of Inglorious Basterds. I wont deny that Pulp Fiction is very entertaining but there just isnt enough substance or craftsmanship involved to endure multiple viewings.Films like Apocalypse Now, Lady Vengeance, Taxi Driver, Clockwork Orange and many others, holds up much better after watching them multiple times. Those films can be enjoyed purely from the technical aspects and as well as the story and characters. Pulp Fiction is a popcorn film for those who enjoy dialog, cool characters and movie references. I like films with an emotional core, strong characters and impressive visuals. Pulp Fiction is a film that most of the people have seen. If you havent then go watch it because its entertaining, very accessible 90s crime film. To me Pulp Fiction feels dry and lacks the elements that draw me in films. 
Could Be Most Overrated Movie Of All Time	Bayside, San Andreas	Pulp Fiction is often considered the coolest and greatest film of all time. But, the people who usually say this are pretentious film snobs and people who think this is something extraordinary. Excuse me, it isnt.First of all the film has NO plot. If a film has no plot, then why should we care about the unlikeable characters? Second, the diagloue is so....BAD. Does the director think people actually talk like this, because, well they dont.Third, the grossly, glamorous violence, is disgusting. This isnt a horror film, so why do we need such violence popping in and out of the movie? So, I urge everyone to avoid the hype of this pretentious, terrible mess. 
9 IMDb? Really?	Egypt	Sorry for the image, but if you take a bowl of crap, rearrange it, put some sugar and a little cherry on top, what to you get? ... a bowl of crap.This is the most overrated film of all time. Im even feeling strange to call it a film. It has no story, no feelings, no plot, no music - just 4 different scenes of disgusting, violent, abusive, offending and racist content put together in a mixed sequence.How this crap scores a 9 on IMDb is beyond me. Sometimes when people see a 9 they automatically deceive themselves into believing this is a masterpiece and that maybe if they didnt like it, something is wrong with their opinion or taste. Nothings wrong. Its a bad movie from beginning to end. The problem is that sometimes Hollywood movies are over-hyped for business reasons like what happened in Titanic and Avatar which by the way were OK movies but didnt deserve the huge credit they received.I gave this a 1 because Samuel L. Jackson was the only thing interesting in this disaster. Im not going to tell those of you that havent seen it not to, you have to go through the experience on your own and make your fare judgment. Dont listen to anyones opinion - especially the ones that think if you love this one, then youre COOL! 
Why Did People Like this?	New Haven, CT	 Why did people like this?Tiresome streams of pop-culture references?(like kane in Kung Fu Elvis or Beatles? Brady Bunch or Hogan's Heroes? Buffy St. Marie or Dusty Springfield? Leo Sayer or Captain & Taneall?)mundane out of context dialogue?(wow this coffee sure is good. I didn't expect you to have such good coffee.  this is one mean cup of joe!)Hip depictions of Drug Culture.?It's annoying bellyflop into the middle of the retro craze fashion herd?one dimensional characters pointing guns at each other's heads? (the cheapest, most half-assed, most cliched way to generate drama = person pointing gun at another person's head.  And yelling. over and over.)cool sunglasses?Take these things out, and the movie still isn't very good. Leave them in and it's trendy and annoying.If you are a teenager and don't know anything about HK films, films from the 70s, or the 70s in general, are easily duped by hype, I urge you to see this movie. It was made for you!! It will TOTALLY BLOW YOU AWAY, MAN! Dude! 
Too long, too boring with poor story development	None	It seems that Quentin Tarantino must have written this movie, by writing down some gross scenes he wants to play out and then almost as a jump-cut tries to string those scenes together. It doesnt work, what does work are the big stars in the movie to bring people to watch it. They think, a collection of stars, so it must be a great movie. Sometimes it is, but this one isnt.The dance scene was nothing special. People continue to believe that John Travolta is actually a dancer because of the movie Saturday Night Fever. He played a dance, which isnt the same as being a dancer. He looked overweight and stiff in the dance scene of this movie, although this scene was promoted heavy when the movie first name out. Quentin Tarantino must have thought, that since Travolta played a dancer in another movie, we should have him dance. While Christopher Walken who in addition to being a fine actor is also a real dancer, doesnt dance in this film, which is a shame. While Travolta was great in Get Shorty, this script isnt a mature work. The story development is very poor, and has very long dragged scenes that add nothing to the story. It tries to conceal this fact by showing gross scenes which you get bored with seeing at the first sign of blood. The bad guys arent just bad, they are stupid. If crime is your business, and you intend to kill someone, just kill them, no sense in lecturing them. It isnt like they are going to improve from this lecture. Maybe Quentin Tarantino wrote this script and then realized it didnt have enough gross stuff, so he put more of it in. The shock value doesnt last long. There are many characters in the story which could have developed into a wonderful story, showing the interplay and relationships between them all, which it could have easily done consider this bore is 2 and a half hours long, but they decided to go for the undergrad film school approach to long scenes which make you wish for a TV ad to break it up. Last and certainly not the least offensive of this movie, is how horrible music was used incorrectly. Nothing but songs tossed in which have nothing to do with anything. This shows he isnt a mature filmmaker who knows what the power of music can do for films. Quentin Tarantino needs to watch more Hitchcock films for starters. Tarantino needs to study characters since all those in this film were pretty much one dimensional. The people who claim this is a master piece dont know what a real master piece is. They have not studied films, they have not lived, and most of all, they dont really think for themselves. The marketing of this film tells them it is hip, so they look at it to be hip. 
Flat and Brainless	United States	As a 13 year old just getting into cinema, this was the best film ever. How could I not be blown away by all the clever dialog, great characters, fantastic storyline, and gripping violence. It was just pure heaven. I saw this movie three times in the course of one year, and I still have such fond memories of watching it. It was around the time I got serious about cinema (about two years later) that I felt I needed to give this another go. Id discovered the works of Bergman, Tarkovsky, Godard,etc, and felt a connection with film in ways I hadnt before, and I wanted to see if the movies I loved before still held up. I had every intention of loving Pulp Fiction just as much as I did back then, but I didnt. There was nothing there, no core. All the things Id loved about it were gone. That clever dialog? Referential nonsense that gave no insight into who I was watching or attempted to expand the narrative. The great characters? Indistinctive cardboard cutouts that act as mouthpieces for Tarintino. Fantastic storyline? A pseudo throwback to film noir that cant decide whether it wants to take itself seriously or be intentionally stupid for the sake of irony. Gripping violence? Its violence thats harsh enough to put the average viewer in awe, safe enough as to not offend.Its a dead film with no ideas. A common argument I hear in its favor is that its somehow objectively entertaining. Why? Because it has guys with guns and monologues about McDonalds? Sorry, but thats not entertainment in my mind. Entertainment is being engaged, having to think. A film like Andrei Rublev is entertaining because, while I watch it, it evokes thought and feeling, it has something I can sink my teeth into. I can still think about it, interpret it in different ways. Pulp Fiction is just shutting your brain off for two and half hours while a man with a God complex strokes his ego.Basically, I can understand to some extent why it is so popular. Its very good at pleasing the masses, something Tarkovsky could never do. Its so perfectly designed to hook the average viewer in. But its paper thin. This is exactly what I dont want in cinema 
Umm...?	United States	So there is a lot of hype surrounding Pulp Fiction. It won Original Screenplay. It was nominated for six other Oscars including Best Picture and Best Director. I see it is given four out of four stars if it is on TV. It is also in IMDbs Top 250. (But) what is the big deal about it? I was bored and disappointed. Pulp Fiction did not really make a whole lot of sense. I can not remember if it was nominated for editing or not. If they wanted to be in that category or have a better chance at winning then obviously more editing should have happened. I do not see the point of Vince and Mias date. All if not a lot of that should have been cut. Why drag on Bruce Willis being on the run from the mafia don? That took too long. Was the whole story about the watch necessary? Couldnt Bruce and his woman just talk about it? Aside from being disappointing and boring Pulp Fiction was confusing. Bruce shoots John Travolta. And kills him. So how is he alive in The Bonnie Situation? Does Quentin Tarrantino not like editing too much? Well more editing could be needed a lot of times.(PF hint hint.) So yeah Pulp Fiction was boring, disappointing, confusing, etc. It should not have won Original Screenplay. It should have gone to someone else but if all five nominees were bad then it should have been none of them. Too much hype. Too much movie. Overrated. I can not remember much of this movie and happily so. So what is such the big deal? 
the most over valued film of the '90s	Rome, Italy	Pulp Fiction is one of those movies you feel uncomfortable to talk about in negative terms since mainstream loves it. The real killer of this movie are the dialogs supposedly so cool but instead being silly and irritating, from the very first scene when endless minutes are waisted talking about a frivolous argument. The violence in this film, rather strong, is very often disturbing but never fun or entertaining. Tarantino takes himself a little too seriously making the movie lose most of its ironical aspect. Unless you are a fan that goes wild for the overweight Travolta, you will find his so-called cult scenes dull and of no interest. All the characters in this movie are exaggerated, and that wouldn't be a bad thing, but they also are not fun. There are some good action scenes, very few, which anyhow will not save from failure a movie that lasts 2hrs 40min! 
blood and f****** spirituality	Virginia	 I think one of the problems many people have with this movie is that it defined and set into motion an extremely irritating trend in contemporary film. The god-awful clones of Tarantino pouring out of indie and mainstream studios alike should not, however, detract from the brilliance and subtlety of this movie. It works simply because those moments of brilliance (I have to admit I know the whole Jules redemption-speech by heart) that its imitators lack come in the midst of the camp and gore they all do so well. Tarantino alone uses an adolescent obsession with shallowness and morbidity to high satirical effect--like all great films (or even novels), this movie sets itself into a two-dimensional genre (absurd, pop-culture, comic-book situations) and then undermines its own genre by exposing the heart and soul underneath. There are too many points in the movie in which this happens to mention, but a few come to mind: the blown kiss from Vincent to Mia at the end of the first (or maybe second) story; the death of Vincent; the obvious emotional dedication of Butch to his wife at the end of his own story; Vincent's unwillingness to believe in his own supernatural salvation without realizing he's doomed; and, of course, the climactic speech. With the exception of Jules's final words, many of these moments seem at first to be horrifying or funny--but this is only because they fit so well into the flow of the script. A second glance shows them to be moments so poignant that the only reason they work is because they are so unique to the characters and their situations. The changes in each (or the lack of change) come, in a sense, as they individually choose to either drive for them or fall behind. Most die-hard fans of the movie, I'm sure, have heard the story of the briefcase and the band-aids on the back of Wallace's neck (the entire movie being a quest to bring back his stolen soul), and although Tarantino has denied it, he can't deny that the movie is full of such heroic themes: escape by trial, the reclamation of past, love as both physical salvation and personal security, a will to believe in something beyond one's own selfish world. I won't say that if you don't like this movie that you're mistaken or ignorant, but I think that Tarantino puts his audience into settings much like his characters are in: cheap, full of profanity and nastiness, fleeting. The best of them break through; I think he asks that anyone watching do the same.  
Unadulterated dreck	Wisconsin USA	 This is a great film? By what standards? Anyone can string together a bunch of violent, disjointed scenes, designed to shock and disturb the viewer. Violence, in and of itself, without context and pertinence to the story, is the tool of no-talent scoundrels masquerading as filmmakers. Such, unfortunately, is Tarantino. What a shame for Travolta that this was his 'comeback' film. For me, the only watchable part of this film was the sequence featuring Bruce Willis. Even that, though...how Willis was convinced to be in this film is a mystery to me. Cameos by Emil Sitka, Christopher Walken's brief part, and Harvey Keitel's appearance cannot save this self-indulgent and troubling example of a director gone wild, suffused with the sense of his own talent. This was a BOMB. 
Redemption? Spirituality? Yeah, Right.	Seattle, WA	 The comments for Pulp Fiction generally fall into one of three categories: 1) Awesome Dude! The best movie ever! raves that offer zero supporting analysis, apparently written by Gen-Y homeboy wanna-bes raised on Friday the 13th and Nightmare on Elm Street sequels; 2) more considered, thoughtful raves praising the unconventional structure and 'hip' dialogue; 3) absolute horror that such violent, profane trash was ever made in the first place. I am much closer to #3 than the other two.I had read about Reservoir Dogs (but not seen it) when Pulp was released. I went to see this with an open mind, before all the hype erupted. I almost walked out during the Gimp scene. I found this movie impossible to enjoy, because it seemed to revel in sadism, profanity, and cruelty, and I could find not one character to identify with. The whole film was simply unpleasant and repulsive - I just cannot find humor in graphic, casual murder. Apocalypse Now and Seven are favorite films of mine, so I do not buy the 'go back to Mary Poppins' routine from many of the defenders of Pulp. I think the audience (and possibly Tarantino himself) simply gets off on seeing people like this go about their business - it is a vicarious thrill. I have known some lowlifes in the real world, and it is most decidedly NOT fun. What genuinely scares me about the overwhelming praise that Pulp Fiction has received from critics and viewers is that there is zero empathy for the various victims of violence in this movie - they are regarded as mere props, not human beings.***SPOILERS*** One thing that has always bugged me, story-wise, is the scene in Butch's apartment with Vega. It makes no sense that a guy who is a professional killer would leave his weapon in plain sight, out of his reach, while he 'relieves himself'. I do not care how whacked out he is, in hostile territory he simply would never do that.***END SPOILERS***Everyone who praises Tarantino as the greatest filmmaker of a new generation - educate yourself a little about film. The overlapping storyline thing is nothing new (Rashomon), neither is using scatological monologues and non-stop profanity in place of actual dialogue (Scarface, for one). Let Tarantino write or direct something where the characters' primary means for self-expression is not gunfire, then we can talk. 
